InteractionID	PeakID.1.	chr.1.	start.1.	end.1.	strand.1.	Total.Reads.1.	PeakID.2.	chr.2.	start.2.	end.2.	strand.2.	Total.Reads.2.	Distance	Interaction.Reads	Expected.Reads	Z.score	LogP	FDR.Benjamini..based.on.3.68e.08.total.tests.	Circos.Thickness
interaction54321	chr15-80700000	chr15	80700000	80800000	+	12931	chr15-76300000	chr15	76300000	76400000	+	11398	4412268	19	5.114824	1.423699	-13.161909	0.013036	2
interaction54322	chr14-78900000	chr14	78900000	79000000	+	13381	chr14-75500000	chr14	75500000	75600000	+	10671	3385716	20	5.608865	1.404701	-13.161662	0.013039	2
interaction54325	chr15-97000000	chr15	97000000	97100000	+	9537	chr15-72900000	chr15	72900000	73000000	+	10555	24110468	12	2.069851	1.769153	-13.161088	0.013046	2
interaction54330	chr15-100900000	chr15	100900000	101000000	+	8613	chr15-84500000	chr15	84500000	84600000	+	8653	16409981	11	1.710598	1.854083	-13.160413	0.013053	2
interaction54342	chr14-19700000	chr14	19700000	19800000	+	10223	chr14-14900000	chr14	14900000	15000000	+	11434	4794081	17	4.166877	1.50623	-13.158879	0.01307	2
interaction54344	chr14-63400000	chr14	63400000	63500000	+	12285	chr14-52600000	chr14	52600000	52700000	+	7086	10813726	12	2.070669	1.758874	-13.158731	0.013072	2
interaction54347	chr15-96900000	chr15	96900000	97000000	+	12036	chr15-58100000	chr15	58100000	58200000	+	11748	38809347	13	2.452166	1.723831	-13.15835	0.013076	2
interaction54354	chr14-119200000	chr14	119200000	119300000	+	13577	chr14-105600000	chr14	105600000	105700000	+	10553	13588219	15	3.275788	1.572806	-13.157353	0.013087	2
interaction54366	chr15-97600000	chr15	97600000	97700000	+	7144	chr15-78400000	chr15	78400000	78500000	+	10779	19220418	11	1.711517	1.846993	-13.156273	0.013099	2
interaction54384	chr15-100100000	chr15	100100000	100200000	+	8735	chr15-76600000	chr15	76600000	76700000	+	9186	23509616	11	1.711567	1.84673	-13.154996	0.013111	2
interaction54392	chr14-55700000	chr14	55700000	55800000	+	14983	chr14-20700000	chr14	20700000	20800000	+	12082	34985644	15	3.276473	1.589075	-13.154077	0.013121	2
interaction54404	chr15-34200000	chr15	34200000	34300000	+	12410	chr15-27600000	chr15	27600000	27700000	+	10803	6591486	16	3.714946	1.53213	-13.153041	0.013132	2
interaction54422	chr15-103200000	chr15	103200000	103300000	+	11053	chr15-84000000	chr15	84000000	84100000	+	9777	19193658	13	2.453865	1.702371	-13.151784	0.013144	2
interaction54431	chr14-70500000	chr14	70500000	70600000	+	8645	chr14-14800000	chr14	14800000	14900000	+	10534	55710016	10	1.377614	1.972227	-13.150189	0.013163	2
interaction54436	chr15-89000000	chr15	89000000	89100000	+	11127	chr15-84300000	chr15	84300000	84400000	+	10856	4698666	17	4.169542	1.50575	-13.150043	0.013164	2
interaction54442	chr14-56400000	chr14	56400000	56500000	+	9837	chr14-32000000	chr14	32000000	32100000	+	8579	24407305	11	1.712592	1.846817	-13.149422	0.01317	2
interaction54452	chr15-84400000	chr15	84400000	84500000	+	9255	chr15-12200000	chr15	12200000	12300000	+	9419	72197257	9	1.070765	2.105677	-13.14825	0.013183	2
interaction54466	chr14-79900000	chr14	79900000	80000000	+	11796	chr14-51400000	chr14	51400000	51500000	+	8981	28491030	12	2.072872	1.786129	-13.146629	0.013201	2
interaction54475	chr15-76100000	chr15	76100000	76200000	+	10985	chr15-74500000	chr15	74500000	74600000	+	10942	1599469	26	8.799338	1.312602	-13.145877	0.013209	2
interaction54492	chr15-85900000	chr15	85900000	86000000	+	9877	chr15-73400000	chr15	73400000	73500000	+	10775	12495161	13	2.455602	1.685844	-13.14412	0.013228	2
interaction54496	chr15-72900000	chr15	72900000	73000000	+	10555	chr15-6500000	chr15	6500000	6600000	+	12876	66405097	11	1.713548	1.915451	-13.143289	0.013238	2
interaction54504	chr14-57300000	chr14	57300000	57400000	+	9982	chr14-52700000	chr14	52700000	52800000	+	9594	4609663	15	3.280037	1.611746	-13.14244	0.013248	2
interaction54509	chr15-95600000	chr15	95600000	95700000	+	10875	chr15-6500000	chr15	6500000	6600000	+	12876	89093990	10	1.378776	2.047857	-13.142012	0.013252	2
interaction54529	chr14-70200000	chr14	70200000	70300000	+	9606	chr14-57100000	chr14	57100000	57200000	+	9625	13095799	12	2.074174	1.755729	-13.139951	0.013274	2
interaction54534	chr15-76600000	chr15	76600000	76700000	+	9186	chr15-37400000	chr15	37400000	37500000	+	13256	39200375	12	2.074278	1.789832	-13.139663	0.013277	2
interaction54545	chr14-28200000	chr14	28200000	28300000	+	12847	chr14-27200000	chr14	27200000	27300000	+	13710	995859	43	19.195303	1.060133	-13.138597	0.013289	2
interaction54559	chr15-88000000	chr15	88000000	88100000	+	10277	chr15-70400000	chr15	70400000	70500000	+	9479	17603152	12	2.074665	1.773121	-13.13762	0.013298	2
interaction54570	chr15-87200000	chr15	87200000	87300000	+	12784	chr15-71600000	chr15	71600000	71700000	+	12070	15613883	15	3.28131	1.582887	-13.136419	0.013312	2
interaction54576	chr15-25700000	chr15	25700000	25800000	+	11516	chr15-25100000	chr15	25100000	25200000	+	11259	588628	46	21.177711	1.117919	-13.135658	0.01332	2
interaction54615	chr14-61200000	chr14	61200000	61300000	+	11184	chr14-48000000	chr14	48000000	48100000	+	11681	13203365	14	2.86141	1.626018	-13.130995	0.013373	2
interaction54629	chr14-70200000	chr14	70200000	70300000	+	9606	chr14-66800000	chr14	66800000	66900000	+	11974	3384498	18	4.645038	1.484821	-13.129432	0.01339	2
interaction54663	chr15-102600000	chr15	102600000	102700000	+	12286	chr15-76900000	chr15	76900000	77000000	+	11297	25691470	14	2.862671	1.645717	-13.125934	0.013429	2
interaction54678	chr14-31300000	chr14	31300000	31400000	+	11599	chr14-21700000	chr14	21700000	21800000	+	12706	9610434	16	3.723286	1.512504	-13.124438	0.013445	2
interaction54679	chr14-79700000	chr14	79700000	79800000	+	9956	chr14-75300000	chr14	75300000	75400000	+	11050	4400819	16	3.72359	1.558259	-13.12442	0.013445	2
interaction54683	chr15-77600000	chr15	77600000	77700000	+	10854	chr15-74600000	chr15	74600000	74700000	+	10466	3000207	19	5.128688	1.45653	-13.124146	0.013448	2
interaction54688	chr14-66000000	chr14	66000000	66100000	+	10251	chr14-45700000	chr14	45700000	45800000	+	9652	20291599	12	2.077548	1.778619	-13.123497	0.013455	2
interaction54691	chr14-66800000	chr14	66800000	66900000	+	11974	chr14-9000000	chr14	9000000	9100000	+	11813	57797998	12	2.077435	1.811482	-13.123193	0.013459	2
interaction54703	chr15-99000000	chr15	99000000	99100000	+	8384	chr15-89100000	chr15	89100000	89200000	+	7690	9915610	11	1.717697	1.826353	-13.121825	0.013474	2
interaction54706	chr15-82800000	chr15	82800000	82900000	+	10565	chr15-82000000	chr15	82000000	82100000	+	10396	795846	36	14.741176	1.209633	-13.121438	0.013479	2
interaction54715	chr14-66800000	chr14	66800000	66900000	+	11974	chr14-20900000	chr14	20900000	21000000	+	12513	45899581	13	2.460719	1.728905	-13.120835	0.013485	2
interaction54716	chr14-92900000	chr14	92900000	93000000	+	10083	chr14-39100000	chr14	39100000	39200000	+	11488	53769164	11	1.717661	1.878212	-13.120816	0.013485	2
interaction54720	chr14-56400000	chr14	56400000	56500000	+	9837	chr14-52700000	chr14	52700000	52800000	+	9594	3702552	16	3.724854	1.571375	-13.12043	0.013489	2
interaction54734	chr14-63300000	chr14	63300000	63400000	+	14920	chr14-62300000	chr14	62300000	62400000	+	12800	1004348	43	19.21084	1.059078	-13.118803	0.013507	2
interaction54751	chr15-83800000	chr15	83800000	83900000	+	9106	chr15-73700000	chr15	73700000	73800000	+	9113	10097106	12	2.078906	1.753526	-13.117171	0.013525	2
interaction54758	chr15-69500000	chr15	69500000	69600000	+	10077	chr15-56400000	chr15	56400000	56500000	+	11221	13100226	13	2.46189	1.685356	-13.116528	0.013532	2
interaction54793	chr15-97800000	chr15	97800000	97900000	+	11486	chr15-11900000	chr15	11900000	12000000	+	11500	85921465	10	1.383169	2.042194	-13.113979	0.013558	2
interaction54809	chr15-67900000	chr15	67900000	68000000	+	11213	chr15-66100000	chr15	66100000	66200000	+	11737	1796376	25	8.26145	1.319101	-13.112199	0.013578	2
interaction54815	chr15-101100000	chr15	101100000	101200000	+	9954	chr15-98000000	chr15	98000000	98100000	+	7824	3112852	16	3.727862	1.589331	-13.111969	0.01358	2
interaction54830	chr14-65700000	chr14	65700000	65800000	+	8740	chr14-61200000	chr14	61200000	61300000	+	11184	4513788	15	3.288894	1.61044	-13.110816	0.013592	2
interaction54837	chr15-77000000	chr15	77000000	77100000	+	12987	chr15-9800000	chr15	9800000	9900000	+	13077	67187800	12	2.080082	1.834763	-13.109974	0.013602	2
interaction54838	chr14-61600000	chr14	61600000	61700000	+	13344	chr14-61500000	chr14	61500000	61600000	+	8710	66606	148	98.791566	1.127384	-13.109946	0.013602	2
interaction54855	chr15-38100000	chr15	38100000	38200000	+	10997	chr15-36200000	chr15	36200000	36300000	+	13316	1904684	26	8.818173	1.284695	-13.108037	0.013624	2
interaction54860	chr15-90900000	chr15	90900000	91000000	+	8105	chr15-71600000	chr15	71600000	71700000	+	12070	19302188	12	2.08097	1.768942	-13.107754	0.013626	2
interaction54865	chr15-94600000	chr15	94600000	94700000	+	8306	chr15-71600000	chr15	71600000	71700000	+	12070	22985946	12	2.081049	1.766974	-13.107236	0.013632	2
interaction54869	chr15-79800000	chr15	79800000	79900000	+	10059	chr15-79400000	chr15	79400000	79500000	+	11696	393747	57	28.717452	1.064288	-13.106658	0.013639	2
interaction54879	chr15-103100000	chr15	103100000	103200000	+	9553	chr15-85700000	chr15	85700000	85800000	+	7744	17423482	11	1.720639	1.844649	-13.105627	0.01365	2
interaction54882	chr15-69800000	chr15	69800000	69900000	+	11417	chr15-13900000	chr15	13900000	14000000	+	12809	55899287	12	2.081146	1.807849	-13.105283	0.013654	2
interaction54894	chr14-21800000	chr14	21800000	21900000	+	13392	chr14-21200000	chr14	21200000	21300000	+	10021	607016	49	23.21781	1.077752	-13.104642	0.01366	2
interaction54906	chr15-81200000	chr15	81200000	81300000	+	11737	chr15-76100000	chr15	76100000	76200000	+	10985	5096325	17	4.184243	1.49589	-13.103786	0.013669	2
interaction54932	chr15-99000000	chr15	99000000	99100000	+	8384	chr15-81600000	chr15	81600000	81700000	+	7246	17383740	10	1.385448	1.926147	-13.101262	0.013697	2
interaction54976	chr14-73700000	chr14	73700000	73800000	+	11541	chr14-66800000	chr14	66800000	66900000	+	11974	6917065	16	3.731344	1.529435	-13.097344	0.01374	2
interaction54982	chr14-16800000	chr14	16800000	16900000	+	11774	chr14-16700000	chr14	16700000	16800000	+	9164	88342	153	102.88396	1.107012	-13.096485	0.01375	2
interaction55004	chr15-79800000	chr15	79800000	79900000	+	10059	chr15-78400000	chr15	78400000	78500000	+	10779	1402630	26	8.825857	1.332186	-13.093872	0.01378	2
interaction55007	chr15-91200000	chr15	91200000	91300000	+	14075	chr15-22900000	chr15	22900000	23000000	+	14672	68314426	13	2.466815	1.757107	-13.093608	0.013783	2
interaction55020	chr15-97500000	chr15	97500000	97600000	+	8598	chr15-76100000	chr15	76100000	76200000	+	10985	21380980	12	2.08415	1.77857	-13.092007	0.013802	2
interaction55022	chr15-81200000	chr15	81200000	81300000	+	11737	chr15-76200000	chr15	76200000	76300000	+	6291	5025116	13	2.468236	1.723521	-13.091929	0.013803	2
interaction55035	chr15-36600000	chr15	36600000	36700000	+	12678	chr15-8100000	chr15	8100000	8200000	+	11674	28508342	14	2.871614	1.648332	-13.090324	0.013822	2
interaction55048	chr15-94800000	chr15	94800000	94900000	+	9799	chr15-90800000	chr15	90800000	90900000	+	9872	3997160	16	3.734158	1.564791	-13.088977	0.013837	2
interaction55051	chr14-75300000	chr14	75300000	75400000	+	11050	chr14-48000000	chr14	48000000	48100000	+	11681	27319029	13	2.468152	1.704868	-13.088783	0.013839	2
interaction55082	chr15-99100000	chr15	99100000	99200000	+	9572	chr15-81200000	chr15	81200000	81300000	+	11737	17913712	13	2.469203	1.699307	-13.084926	0.013885	2
interaction55087	chr15-77500000	chr15	77500000	77600000	+	8798	chr15-6500000	chr15	6500000	6600000	+	12876	71013064	10	1.387996	2.007314	-13.084366	0.013891	2
interaction55099	chr15-83400000	chr15	83400000	83500000	+	9184	chr15-75100000	chr15	75100000	75200000	+	9917	8332157	13	2.469645	1.700529	-13.08323	0.013904	2
interaction55126	chr15-100000000	chr15	100000000	100100000	+	11541	chr15-78800000	chr15	78800000	78900000	+	9763	21194846	13	2.470181	1.708975	-13.080571	0.013934	2
interaction55128	chr14-73700000	chr14	73700000	73800000	+	11541	chr14-32200000	chr14	32200000	32300000	+	10579	41482940	12	2.086337	1.785915	-13.08043	0.013936	2
interaction55135	chr15-93400000	chr15	93400000	93500000	+	12734	chr15-57400000	chr15	57400000	57500000	+	12827	35990128	14	2.874161	1.645663	-13.079842	0.013942	2
interaction55145	chr15-102100000	chr15	102100000	102200000	+	7497	chr15-97600000	chr15	97600000	97700000	+	7144	4502205	12	2.087074	1.800702	-13.078911	0.013952	2
interaction55162	chr14-99600000	chr14	99600000	99700000	+	9344	chr14-41900000	chr14	41900000	42000000	+	10214	57699420	10	1.389038	1.968965	-13.077574	0.013967	2
interaction55172	chr14-65700000	chr14	65700000	65800000	+	8740	chr14-21600000	chr14	21600000	21700000	+	7206	44107281	9	1.080535	2.033894	-13.076046	0.013986	2
interaction55189	chr15-100100000	chr15	100100000	100200000	+	8735	chr15-75900000	chr15	75900000	76000000	+	7383	24174465	10	1.38977	1.918753	-13.07391	0.014011	2
interaction55193	chr14-32500000	chr14	32500000	32600000	+	17168	chr14-21500000	chr14	21500000	21600000	+	7952	10990070	15	3.299343	1.5629	-13.073607	0.014014	2
interaction55199	chr14-55100000	chr14	55100000	55200000	+	6775	chr14-52900000	chr14	52900000	53000000	+	10692	2198855	17	4.195593	1.594844	-13.072663	0.014026	2
interaction55213	chr15-99100000	chr15	99100000	99200000	+	9572	chr15-80000000	chr15	80000000	80100000	+	11786	19114139	13	2.472335	1.694303	-13.071314	0.014042	2
interaction55231	chr15-88800000	chr15	88800000	88900000	+	9629	chr15-75400000	chr15	75400000	75500000	+	9336	13399031	12	2.088738	1.752761	-13.069378	0.014064	2
interaction55233	chr14-70400000	chr14	70400000	70500000	+	9601	chr14-63700000	chr14	63700000	63800000	+	10777	6719891	14	2.877247	1.636486	-13.069132	0.014067	2
interaction55237	chr15-73600000	chr15	73600000	73700000	+	10245	chr15-73200000	chr15	73200000	73300000	+	9369	401052	49	23.251036	1.154409	-13.068838	0.01407	2
interaction55248	chr14-52600000	chr14	52600000	52700000	+	7086	chr14-20900000	chr14	20900000	21000000	+	12513	31672962	11	1.727646	1.840068	-13.067725	0.014083	2
interaction55254	chr15-84700000	chr15	84700000	84800000	+	11622	chr15-57400000	chr15	57400000	57500000	+	12827	27304657	14	2.877509	1.639881	-13.067055	0.014091	2
interaction55263	chr15-35400000	chr15	35400000	35500000	+	10530	chr15-34800000	chr15	34800000	34900000	+	10484	589462	41	17.954987	1.187047	-13.065763	0.014107	2
interaction55265	chr14-70400000	chr14	70400000	70500000	+	9601	chr14-56100000	chr14	56100000	56200000	+	11841	14306541	13	2.473715	1.689783	-13.065308	0.014113	2
interaction55267	chr15-96400000	chr15	96400000	96500000	+	11134	chr15-78100000	chr15	78100000	78200000	+	13939	18299104	15	3.301044	1.576801	-13.065142	0.014115	2
interaction55271	chr14-64600000	chr14	64600000	64700000	+	10843	chr14-25600000	chr14	25600000	25700000	+	13144	38985878	13	2.473713	1.715074	-13.064707	0.01412	2
interaction55276	chr15-89600000	chr15	89600000	89700000	+	12201	chr15-21700000	chr15	21700000	21800000	+	7023	67878153	9	1.082192	2.080523	-13.063834	0.014131	2
interaction55309	chr14-79500000	chr14	79500000	79600000	+	9888	chr14-79100000	chr14	79100000	79200000	+	8800	403942	45	20.581873	1.209355	-13.060497	0.01417	2
interaction55314	chr15-96900000	chr15	96900000	97000000	+	12036	chr15-77000000	chr15	77000000	77100000	+	12987	19871193	15	3.302377	1.577855	-13.059888	0.014177	2
interaction55318	chr15-63900000	chr15	63900000	64000000	+	9592	chr15-59000000	chr15	59000000	59100000	+	10818	4888705	15	3.302968	1.599214	-13.059104	0.014187	2
interaction55321	chr14-99400000	chr14	99400000	99500000	+	14989	chr14-45600000	chr14	45600000	45700000	+	7724	53802220	11	1.729179	1.8723	-13.058898	0.014189	2
interaction55324	chr14-12700000	chr14	12700000	12800000	+	10776	chr14-10100000	chr14	10100000	10200000	+	12326	2596328	23	7.202529	1.328083	-13.05839	0.014196	2
interaction55326	chr15-64400000	chr15	64400000	64500000	+	10781	chr15-60900000	chr15	60900000	61000000	+	12466	3501286	19	5.152538	1.433275	-13.058019	0.0142	2
interaction55336	chr15-96300000	chr15	96300000	96400000	+	10321	chr15-27600000	chr15	27600000	27700000	+	10803	68723026	10	1.392268	1.988667	-13.056908	0.014214	2
interaction55337	chr14-91200000	chr14	91200000	91300000	+	7898	chr14-84300000	chr14	84300000	84400000	+	7674	6895854	11	1.729566	1.843786	-13.056823	0.014215	2
interaction55349	chr14-22300000	chr14	22300000	22400000	+	9220	chr14-22100000	chr14	22100000	22200000	+	11693	186657	81	46.195483	1.059439	-13.055581	0.014229	2
interaction55350	chr14-60900000	chr14	60900000	61000000	+	11679	chr14-56500000	chr14	56500000	56600000	+	9362	4398959	16	3.74426	1.552676	-13.055444	0.014231	2
interaction55382	chr14-57700000	chr14	57700000	57800000	+	11932	chr14-31200000	chr14	31200000	31300000	+	12422	26506500	14	2.881349	1.64021	-13.051788	0.014275	2
interaction55387	chr15-88600000	chr15	88600000	88700000	+	9375	chr15-85100000	chr15	85100000	85200000	+	7204	3476278	14	2.882223	1.684794	-13.051505	0.014278	2
interaction55393	chr14-109600000	chr14	109600000	109700000	+	9983	chr14-84400000	chr14	84400000	84500000	+	10452	25203660	12	2.092527	1.770224	-13.050766	0.014286	2
interaction55398	chr15-101900000	chr15	101900000	102000000	+	9562	chr15-74600000	chr15	74600000	74700000	+	10466	27304910	12	2.092701	1.770461	-13.050128	0.014294	2
interaction55401	chr14-61300000	chr14	61300000	61400000	+	10866	chr14-21300000	chr14	21300000	21400000	+	13227	40019314	13	2.477172	1.712939	-13.049693	0.0143	2
interaction55424	chr14-82200000	chr14	82200000	82300000	+	10039	chr14-42000000	chr14	42000000	42100000	+	7735	40210147	10	1.394063	1.939389	-13.046713	0.014336	2
interaction55433	chr15-84800000	chr15	84800000	84900000	+	9492	chr15-6500000	chr15	6500000	6600000	+	12876	78295744	10	1.39405	2.025578	-13.046001	0.014344	2
interaction55442	chr14-48700000	chr14	48700000	48800000	+	13460	chr14-48200000	chr14	48200000	48300000	+	10305	510963	54	26.689681	1.052355	-13.045301	0.014352	2
interaction55444	chr15-79200000	chr15	79200000	79300000	+	7569	chr15-78600000	chr15	78600000	78700000	+	8405	586490	30	11.153496	1.409353	-13.045164	0.014354	2
interaction55461	chr14-31700000	chr14	31700000	31800000	+	11599	chr14-21200000	chr14	21200000	21300000	+	10021	10493206	14	2.883529	1.616349	-13.04412	0.014364	2
interaction55463	chr15-82700000	chr15	82700000	82800000	+	12291	chr15-77100000	chr15	77100000	77200000	+	9857	5579336	16	3.747592	1.535241	-13.043918	0.014366	2
interaction55474	chr14-32200000	chr14	32200000	32300000	+	10579	chr14-31800000	chr14	31800000	31900000	+	10561	400457	55	27.383602	1.082092	-13.043419	0.014371	2
interaction55519	chr15-6100000	chr15	6100000	6200000	+	11510	chr15-4900000	chr15	4900000	5000000	+	11766	1189033	33	12.947231	1.192052	-13.040296	0.014404	2
interaction55538	chr14-67000000	chr14	67000000	67100000	+	11422	chr14-61700000	chr14	61700000	61800000	+	12171	5309287	17	4.204926	1.49087	-13.038911	0.014419	2
